SECTOR,SHELF,REEF_NAME,REEF_ID,YEAR_CODE,REEF_YEAR_CODE_ID,LATITUDE,LONGITUDE,P_CODE,VISIT_NO,REPORT_YEAR,SAMPLE_DATE,SAMPLE_YEAR,SAMPLE_MONTH,TEMPERATURE,TEMPERATURE_YEAR_AVE,MEDIAN_LIVE_CORAL,MEDIAN_SOFT_CORAL,MEDIAN_DEAD_CORAL,MEAN_LIVE_CORAL,MEAN_SOFT_CORAL,MEAN_DEAD_CORAL,TOTAL_COTS,TOWS,MEAN_COTS_PER_TOW,TOTAL_TROUT,MEAN_TROUT_PER_TOW,SITE_NO,SITE_LATITUDE,SITE_LONGITUDE,SITE_SAMPLE_DATE,ALGAE_COVER,HARD_CORAL_COVER,SOFT_CORAL_COVER,OTHER_COVER
CG,O,LIZARD ISLAND,18034S,200865,16068S199495,-16.892844,152.312744,RM,9,2017,5/08/2001,1996,10,28.6,25.8,25.793,2.49,2.47,14.124,6.125,1.648,3,59,0.039,0,0.017644583,3,-17.597182,152.40816,1/02/1999,61.72,9.85,0,5.27
WH,M,LADY MUSGRAVE REEF,21588S,202021,18032S199697,-15.793219,145.925355,RAP,26,2013,21/04/2012,2013,1,31.1,29.5,3.189,2.63,2.48,2.5,3,0.858,2,19,0,8,0.661889279,2,-13.31344,147.529775,27/01/2019,54.77,17.52,1.16,2.51
CL,O,MONSOON REEF,22104S,201163,16049S202021,-14.547157,145.628499,RM,20,2012,25/02/2018,2013,2,29.3,28,15.102,2.55,0,12.586,9.158,1.593,4,50,0.002,9,0,3,-16.584666,147.165915,4/01/2009,71.32,23.09,3.02,5.13
TO,I,ST CRISPIN REEF,23055S,201839,11016S201920,-17.049485,146.593381,RAP,28,2021,29/04/1999,2008,5,32,29.2,3.783,2.56,0,8.584,2.626,0.566,0,102,0,6,0.520009331,1,-18.784067,145.426263,30/04/2000,76.61,13.72,2.09,12.96
SW,O,ROXBURGH REEF,18034S,201036,21556S200809,-21.120981,152.345693,RAP,28,2018,5/08/2001,2008,11,30.7,27,24.933,2.49,2.53,32.671,2.574,1.216,3,56,2.452,28,0.830220129,1,-23.644954,152.227414,10/11/2006,45.22,13.49,0,2.49
CB,O,YONGE REEF,21550S,201425,20014S199900,-19.53166,148.932582,RM,5,2002,12/05/2006,1998,3,27.9,25.6,25.885,2.36,0,11.226,9.804,1.137,0,21,0,1,0,3,-22.907496,149.508699,2/05/2005,15.34,37.94,12.99,2.62
WH,O,LINNET REEF,14116S,200054,20014S199900,-19.627585,148.822054,RM,3,1997,4/04/2009,2002,9,28.3,26.2,15.128,29.95,0,3.845,0.211,1.126,0,43,0,0,0.008003419,2,-20.066514,149.805382,10/11/2001,41.9,12.02,24.14,25
IN,O,20353S,16060S,201559,17014S201112,-20.402412,146.009164,RAP,29,2015,28/04/2004,2010,3,28.7,29.1,25.259,2.48,2.5,24.577,3.611,0.786,2,42,0,8,0.600014544,3,-16.315321,145.742857,27/01/2019,50.5,13.83,12.59,9.46
CL,M,POMPEY REEF (NO 2),22088S,199946,16028S199697,-16.227418,145.607811,RM,7,1994,17/06/2008,2013,2,29.5,29.2,15.498,0.06,0,3.349,0.452,0.313,1,36,0.638,1,0.006882759,2,-16.366131,145.231941,14/04/1995,48.98,27.87,19.11,7.64
TO,M,GRUB REEF(18077),20104S,201884,12061S202021,-18.379511,143.25,RMRAP,23,2016,20/10/2003,2020,5,32.7,28.3,15.461,2.55,0,4.144,2.707,1.712,0,40,0.004,13,0.243498291,1,-18.540002,145.328137,27/11/2019,55.57,16.54,4.51,35.64
CL,O,21302S,18075S,200609,11016S201920,-14.55796,146.589043,RM,9,2006,16/04/1999,2006,11,24.9,25.2,36.902,2.46,2.5,7.137,2.532,1.431,1,23,0,2,0.684939555,1,-11.103952,152.422442,17/12/2016,67.37,20.42,0,4.08
SW,O,HAYMAN ISLAND REEF,22102S,200197,15099C201011,-19.363514,150.067937,RM,17,1999,19/01/1997,2000,7,27.3,25.2,24.94,2.45,2.5,25.277,4.732,1.869,0,84,0,7,0.008621114,3,-23.452221,150.138568,2/05/2005,22.96,17.52,0.98,39.33
WH,O,CHINAMAN REEF(22102),22084S,199579,18086S200506,-16.086342,149.024571,RM,16,2010,26/11/2013,1994,4,29.8,26.1,7.39,2.53,2.43,4.534,2.811,0.119,0,32,0,1,0.018023029,3,-20.168888,148.770314,10/05/2011,13.55,12.25,0,3.61
TO,M,MACGILLIVRAY REEF,18077S,202021,17014S201112,-18.292569,144.97685,RAP,26,2016,28/11/2004,2020,3,30.4,29.6,8.8,2.57,0,4.627,3.171,1.043,2,121,0,34,0.267604222,1,-16.228637,146.87189,27/11/2019,74.72,26.08,14.92,3.46
CG,O,LIZARD ISLAND,21562S,201698,16015S202021,-21.559387,151.788987,RAP,6,2011,20/09/2001,1999,9,25.8,26.1,15.322,2.47,0,7.662,6.181,0.601,1,57,0.005,1,0.206399661,1,-18.530772,152.190336,15/09/2000,52.17,31.36,1.16,6.29
CA,O,CARTER REEF,21064S,200922,16049S199293,-11.20787,145.88218,RAP,26,2020,26/08/2014,2015,1,32.8,30.2,25.638,2.56,0,2.5,6.369,1.004,3,91,0,88,1.012261853,2,-21.624709,145.40998,5/12/2005,88.29,24.99,1.37,6.44
TO,M,NORTH DIRECTION REEF,11029S,202021,11016S201920,-15.887649,143.25,RAP,28,2010,24/11/1999,2018,5,30.9,29.9,4.286,2.56,0,7.301,2.496,0.53,2,109,0.056,10,0.150559788,1,-16.899889,145.835793,27/01/2019,64.71,11.47,0.75,4.15
WH,O,NORTH REEF (NORTH),18032S,200222,18086S200809,-19.781727,148.829346,RM,16,1996,18/02/2012,1998,1,28.3,25.5,15.257,0.25,0,9.583,6.556,0.308,2,28,0,2,0.046184452,1,-20.184987,150.540159,19/04/2018,17.84,24.98,0,12.36
SW,I,HELIX REEF,16068S,201897,12061S202021,-14.513314,145.998844,RM,16,2015,16/09/2013,2009,3,28.2,28.9,5.016,2.54,2.51,7.197,18.049,1.427,1,100,0,1,0.233751697,1,-14.931587,146.092611,4/01/2007,58.54,12.18,0,21.91
SW,O,21064S,14123S,200773,16015S202021,-21.371557,149.320388,RM,24,2012,8/03/2006,1999,2,29.7,29.7,25.794,2.52,2.45,15.273,5.913,1.398,2,25,0,48,0.813451496,1,-23.042842,152.023584,19/09/2013,35.17,28.5,0.86,2.58
SW,O,FARQUHARSON REEF (NO 1),16015S,201266,16019S200506,-21.846144,151.894704,RAP,26,2013,5/12/1999,2006,1,22.8,27.1,25.177,2.45,2.42,31.106,2.069,1.355,1,60,0.015,24,0.610427414,1,-21.826915,149.347028,11/11/2006,85.66,60.63,0.68,1.35
TO,M,GRUB REEF(18077),14123S,201057,12056S201920,-18.304578,145.651845,RAP,27,2019,20/10/2003,2018,2,29.9,28,3.241,2.53,2.53,17.653,2.717,4.712,33,58,0,11,0.04508583,3,-19.065633,145.643555,30/04/2005,45.96,6.63,4.66,7.93
SW,O,LADY MUSGRAVE REEF,14114S,201608,16057S200607,-20.494293,152.049389,RAP,27,2015,24/09/2001,2003,5,30.6,25.2,25.387,2.5,0,22.224,6.339,0.412,1,75,0.018,2,0.007176185,2,-23.80908,152.584957,3/12/2004,62.47,23.49,0.85,17.34
SW,O,ONE TREE REEF,23080S,201103,20014S199394,-22.814904,151.468723,RAP,24,2003,6/09/1992,2003,11,22.9,25.8,25.526,2.49,2.54,23.218,8.305,1.603,2,44,0,2,0.03016555,1,-23.890883,149.006157,9/12/1995,11,48.38,1.61,15.61
CA,I,CORBETT REEF,16068S,202021,17014S201112,-15.642142,144.649725,RAP,29,2021,2/12/2008,2019,12,33.3,29.5,3.962,2.54,2.47,2.5,2.963,0,1,35,0.063,11,0.721837058,2,-18.364142,145.528939,27/01/2019,69.48,8.46,0.61,3.71
WH,O,CORBETT REEF,21305S,200733,16015S202021,-11.025,145.44656,RAP,11,2015,11/03/2006,2019,8,25.6,29.5,33.813,2.61,0,15.056,8.468,2.272,292,96,0,12,0.258926482,1,-20.982488,145.373857,7/01/2004,58.68,12.16,0.37,4.35
IN,M,NO NAME REEF,14123S,202021,11016S201920,-18.33248,145.643474,RAP,16,2006,28/11/2004,2013,2,29.3,29.2,7.799,2.43,2.42,10.031,7.625,1.482,1,108,0,12,0.170949436,3,-16.364474,145.725563,14/01/2004,51.69,9.27,3.86,2.78
CL,I,CARTER REEF,16025S2,201378,20014S200001,-21.22255,145.503513,RM,5,1995,9/02/2009,2004,10,29.4,26.1,15.214,2.56,2.48,10.983,3.824,3.377,1,56,0,1,0.025225613,1,-19.935447,145.316625,5/12/2002,54.06,13.36,21.81,22.01
CL,M,BOULT REEF,18032S,201120,23080S201718,-21.460809,147.393909,RM,21,2015,7/05/2016,2014,2,25.1,28.7,3.692,2.54,2.47,16.136,2.826,1.117,19,48,0,26,0.801910108,3,-21.996284,146.195626,16/10/2017,44.38,38.65,0,3.04
WH,O,REBE REEF,19159S,201227,20014S200001,-15.696308,150.57756,RM,21,1995,28/07/2002,2006,10,27.7,28.6,3.69,24.95,2.47,7.643,0.517,0.369,2,87,0,1,0.002691321,3,-22.429272,148.773105,29/02/2004,50.55,14.17,0.33,11.33
WH,I,RIB REEF,18086S,199455,18086S201011,-18.505362,149.247323,RM,16,2013,20/11/2009,1995,8,26.3,26.3,25.114,2.57,0,13.68,2.553,2.047,1,34,0,0,0.025974868,2,-21.321515,149.712986,1/12/2002,61.11,16.23,1.62,2.87
TO,M,DAVIES REEF,14045S,201662,20353S201920,-14.481107,149.737239,RM,26,2014,2/12/2008,2017,9,27.1,29.1,4.505,2.35,2.45,25.323,8.306,1.347,4,65,0.018,84,0.034980644,1,-19.021482,149.05654,24/04/2017,18.15,12.87,1.16,8.59
SW,O,SLATE REEF,14116S,201823,16015S202021,-20.783461,151.998599,RM,17,2014,11/09/2002,2007,4,27.4,25.8,25.245,2.59,2.47,48.861,3.856,1.117,3,30,0,1,1.482144722,1,-21.60175,152.567375,11/11/2006,49.41,57.12,1.27,3.43
TO,M,KELSO REEF,12061S,201364,16054S200102,-11.025,144.66435,RMRAP,25,2013,26/11/2013,2013,8,29.8,28.8,25.731,2.67,2.45,25.419,2.934,1.788,1,42,0.029,1,0.528772145,2,-16.403147,148.010708,27/02/2019,64.16,3.28,12.48,8.74
SW,O,LAGOON REEF,21558S,201514,23080S201718,-21.459832,152.450634,RAP,26,2014,11/01/2006,2012,9,25,25.6,15.413,2.45,2.45,21.617,7.53,1.294,3,72,0,72,0.890959881,3,-22.368851,152.668567,2/07/1997,29.61,21.93,0.3,1.84
TO,M,21296S,18077S,201045,14138S199697,-18.393013,143.25,RAP,11,2019,23/01/2021,2015,4,27.8,26.9,4.391,2.42,0,14.842,2.509,2.545,28,58,0.049,31,0.671986364,1,-21.293342,147.145106,27/11/2019,60.23,57.17,21.29,6.04
WH,O,20348S,19131S,199620,20014S200001,-21.376703,150.133447,RM,17,1998,19/01/1997,1996,1,28.8,26.2,24.668,2.54,2.46,20.08,8.551,0.881,2,77,0,1,0.049162881,1,-19.968435,152.387588,22/10/1992,27.9,12.41,1.37,10.57
CA,M,SMALL LAGOON REEF,17014S,201874,11016S201920,-15.829626,145.301906,RM,29,2020,20/10/2003,2018,5,31.2,28.5,4.789,2.41,0,5.879,3.16,0.484,0,63,0,9,0.035366494,1,-18.695366,145.353039,27/01/2019,46.99,14.14,7.37,5.92
PO,O,19131S,12061S,200682,23080S201718,-20.413173,151.668388,RAP,22,2010,11/09/2002,2002,12,29.1,25.2,25.29,2.51,2.43,44.066,3.973,2.134,2,89,0.044,25,1.972294119,1,-23.464006,151.806104,25/11/2004,43.75,31.67,25.54,2.22
PO,O,CHICKEN REEF,16064S,201262,16057S199394,-14.114298,152.605991,RM,14,2010,17/12/2020,1998,3,28.6,25.8,36.762,2.56,2.48,4.878,5.398,1.92,2,34,0,1,0.035049209,1,-22.171746,150.185235,16/02/2012,11,43.3,1.29,21.73
TO,O,HASTINGS REEF,18039S,199984,16015S199900,-16.03394,145.480561,RM,26,2001,3/06/2020,2001,2,31.9,29.9,15.31,2.5,0,19.928,3.035,0.62,1,23,0,0,0.505485239,3,-16.202479,145.693087,2/05/2005,73.81,19.56,0.74,15.79
PO,I,21302S,14045S,202021,14138S199495,-18.725914,147.440192,RM,26,2011,8/11/1996,1999,4,31.1,26.5,7.734,2.54,2.51,6.293,4.86,0,0,54,0,14,0.502985106,3,-21.585957,145.153258,10/05/2011,29.01,15.69,2.83,21.17
IN,M,MYRMIDON REEF,21064S,200992,23082S201718,-17.739232,152.442079,RAP,27,2017,25/09/2006,2005,4,31.5,29.3,4.303,2.49,2.51,13.748,3.434,1.267,60,75,0.028,2,4.234320753,1,-22.321682,146.866629,26/03/2010,28.96,27.8,0,4.72
SW,M,MYRMIDON REEF,21025S,201093,18075S200203,-18.365026,146.837734,RAP,29,2015,10/07/2006,2009,8,28.4,26.8,3.91,2.52,2.45,17.703,7.524,0.693,1,20,0,10,0.423508808,1,-21.177408,151.805411,27/11/2019,81.17,1.37,0.93,6.73
TO,M,MCCULLOCH,21296S,200905,23069S200506,-21.725026,152.658333,RAP,22,2018,12/05/2000,2017,8,28.4,27.6,25.734,2.5,2.5,3.313,3.409,1.04,3,56,0.016,30,0.728371428,1,-21.996731,143.25005,26/11/2013,51.93,6.71,2.83,6.13
CB,M,SNAKE (22088),18086S,202021,18032S199697,-18.405251,151.59785,RAP,23,2020,7/05/2016,2015,11,28.9,27.4,63.447,2.43,2.49,3.799,4.543,1.533,2,22,0,25,0.336574072,2,-21.981992,147.013794,4/09/2020,49.74,23,1.16,3.71
IN,M,21064S,16071S,202015,23082S201920,-18.406756,147.40768,RAP,28,2019,26/08/2014,2008,4,29.8,29.1,3.528,2.5,0,4.829,2.913,0.839,2,97,0,6,0.247801144,2,-15.040017,145.614644,5/12/2020,51.24,2.1,9.46,7.25
TO,M,MARTIN REEF(14123),20348S,201216,14138S200809,-18.645739,146.707612,RM,16,2014,24/03/2014,2010,6,25.4,25.4,34.62,2.49,0,21.613,2.235,0.756,0,60,0.016,85,0.633432513,1,-16.476946,146.092754,20/09/2001,37.42,9.33,2.35,5.98
CA,O,MACGILLIVRAY REEF,16064S,201808,12061S202021,-18.213572,145.477509,RM,27,2021,28/11/2004,2018,2,29.8,29,4.47,7.5,0,21.239,2.953,0.484,1,60,0,2,0.382393282,1,-16.341164,143.973215,26/11/2019,43.48,12.35,0,3.82
TO,M,22084S,23082S,201636,14139S199596,-18.398871,147.458458,RMRAP,26,2013,2/05/2014,2010,4,31.9,28.7,36.555,2.58,0,4.547,2.89,0.524,0,103,0,3,0.685278494,1,-21.623826,151.788979,27/01/2019,44.28,13.75,2.94,3.37
PO,O,LAGOON REEF,14139S,201025,23080S201718,-16.099454,144.296714,RAP,19,2008,9/12/1993,2013,4,27.8,26.4,25.227,2.52,2.5,17.242,2.643,2.748,1,41,0,52,0.60562171,2,-18.945213,146.037904,11/04/1994,36.17,21.96,0.11,0
WH,O,HASTINGS REEF,18076S,199556,18034S199899,-15.34957,149.854975,RAP,4,1998,14/10/1997,1998,2,31.9,28.8,3.122,7.21,0,8.941,0.436,2.662,2,87,0,0,0.040449096,2,-20.156816,148.891293,12/05/2008,20.12,10.62,1.23,43.32
IN,O,LOW ISLANDS REEF,16071S,201197,21556S200809,-21.521552,146.010216,RM,23,2002,25/05/2013,2017,9,29.3,29.1,2.5,2.67,0,16.944,3.074,1.41,188,33,0.005,6,0.302604853,3,-18.11981,152.188187,29/10/1992,46.55,14.07,1.67,7.73
CA,O,ST CRISPIN REEF,13130S,199849,20014S200001,-16.346746,149.238296,RM,6,2007,9/01/2004,1995,2,29.9,29.3,25.617,7.53,0,30.054,12.72,1.767,3,31,0.011,1,0,1,-19.901178,149.926201,15/04/1997,17.93,29.52,37.52,6.61
CA,I,HOSKYN ISLANDS REEF,18065S,199883,18039S199798,-16.572447,145.406578,RM,3,1996,26/10/1996,1998,1,29.4,29.7,15.542,0,2.44,11.514,7.669,0.424,0,44,0,1,0,1,-14.852539,145.3027,17/02/2002,36.17,8.28,30.72,10.74
IN,O,MAST HEAD REEF,21187S,201621,23080S200910,-22.665003,152.393972,RAP,21,2008,5/08/2001,2009,1,22.2,26.6,3.418,2.42,2.45,32.659,6.205,0.33,1,58,0.011,32,3.236146204,1,-21.761495,151.976745,8/09/2002,35,0.84,0,2.67
CA,O,AGINCOURT REEFS (NO 1),20353S,200519,14137S201819,-14.858688,152.215982,RAP,28,2005,6/08/2001,2013,8,30.2,25.2,14.666,2.37,2.47,24.643,5.619,3.983,1,41,0.468,39,0,1,-21.994924,150.319172,11/11/2006,51.69,24.95,18.27,1.71
SW,O,EAST CAY REEF,23082S,201899,23080S201718,-20.493961,151.833911,RMRAP,25,2017,4/01/2020,2012,12,30.5,27.2,26.148,2.48,2.41,34.745,2.49,2.206,2,56,0.018,25,0.954041014,1,-21.760422,145.287768,28/11/1997,18.26,6.49,0,2.37
PO,O,21558S,14123S,200933,21245S200910,-18.456845,143.777782,RM,23,2012,29/04/1999,2010,2,30,28.6,15.403,2.54,0.05,34.652,33.145,1.839,374,49,0.022,1,0.451744288,2,-14.798929,144.148394,30/04/2005,57.92,19.34,0.55,5.45
CB,M,19131S,21529S,201518,23080S201516,-21.496875,151.62932,RAP,25,2020,4/01/2020,2013,1,26.4,27.2,49.161,2.38,2.5,4.934,2.137,1.75,1,28,0,34,0.50812741,1,-21.439648,151.798548,3/10/1992,21.21,34.63,1.2,3.26
CA,M,DAVIES REEF,14139S,200022,11049S202021,-14.084217,145.159587,RM,6,1999,19/04/2004,1998,2,27.4,29.2,4.645,14.44,0,8.459,5.422,0.37,1,25,0,1,0.019762962,1,-15.203113,145.648951,12/05/2008,43.42,10.33,12.22,21.61
WH,M,NORTH DIRECTION REEF,18086S,199688,18086S200910,-16.485754,148.773177,RM,19,2003,25/01/1997,2006,2,28.1,25.2,15.442,0,2.5,32.599,3.825,1.478,1,37,0,0,0.012778901,1,-20.211046,149.666009,26/03/2000,60.89,15.09,0.27,6.39
CA,M,FITZROY ISLAND REEF,14143S,199396,16028S202021,-15.731846,145.906003,RMRAP,9,2014,21/10/2003,2010,2,32.3,28.7,4.149,2.48,0,9.324,2.844,1.532,15,82,0.014,0,0.014200216,3,-16.62248,145.25982,26/11/2019,51.16,9.59,1.51,15.81
TO,O,LYNCHS REEF,16060S,201993,16060S201213,-18.520124,144.293537,RMRAP,23,2008,30/04/2018,2013,4,31.7,27.3,2.525,2.56,2.46,5.666,15.506,1.3,0,22,0,5,0.562210157,1,-21.09207,152.442329,5/12/2007,78.03,4.09,0.04,1.56
CL,O,AGINCOURT REEFS (NO 1),16068S,200456,11049S202021,-18.534029,146.797816,RM,7,2014,9/12/2005,2017,2,27.9,29.5,24.861,2.49,0,15.28,2.898,1.564,2,37,0,0,0.485178715,1,-23.026531,147.753661,20/04/1998,60.69,12.86,5.13,11.78
TO,M,ST CRISPIN REEF,18086S,200928,14138S199697,-18.428684,147.019796,RAP,26,2017,5/05/2014,2019,5,26.8,28,4.229,2.57,2.54,2.5,2.81,1.4,0,37,0,14,0.414160506,3,-18.731874,147.879354,30/04/2005,54.17,5.62,3.64,6.49
WH,O,WRECK ISLAND REEF,21139S,199768,18086S201213,-21.782922,152.270694,RM,14,1997,9/01/2004,1998,9,33.3,26,25.053,2.42,2.41,12.683,7.645,0.633,1,32,0,1,0.066723813,1,-16.333028,145.481385,29/04/2015,32.32,13.7,4.42,20.47
WH,I,MYRMIDON REEF,18030S,199896,16028S199697,-18.417451,152.08941,RAP,20,2021,2/12/2008,1998,5,28.6,27.2,15.336,2.4,2.47,17.28,7.601,1.483,2,26,0,2,0.477199503,3,-13.794785,150.298406,1/12/2002,57.21,14.52,1.48,10.22
TO,I,SLATE REEF,19138S,201705,20019S200001,-14.056072,146.315383,RM,5,1999,20/10/2020,1994,5,28.6,27,25.096,0,2.46,7.917,6.769,0.89,4,38,0.011,1,0,2,-20.03453,149.106455,2/05/2005,50.95,17.45,2.7,6.69
CA,O,21064S,22102S,200036,16049S199495,-15.491571,145.515906,RM,13,2004,11/06/1993,2008,11,30.2,26.8,26.157,2.39,3.47,23.505,2.864,3.582,2,55,0.008,1,0,1,-14.431817,145.401649,14/10/1997,58.88,26.63,3.1,0.67
TO,O,GREEN ISLAND REEF,22104S,201884,14138S199697,-18.254899,145.846585,RMRAP,20,2020,20/10/2003,2004,5,28.8,29.1,8.206,2.58,0,4.526,3.049,0.578,1,24,0.024,26,0.38018762,2,-18.742668,147.121034,27/01/2019,81.37,5.37,0,4.49
TO,M,LINNET REEF,21064S,201296,17014S201718,-18.196096,145.069278,RMRAP,29,2021,20/10/2003,2019,4,25.7,28.9,3.468,2.45,2.5,6.581,2.476,0.653,3,24,0,94,0.299979197,2,-18.740923,145.031198,30/04/2005,55.67,23.71,3.01,2.23
WH,M,21278S,21584S,199696,20014S199798,-19.308904,148.841842,RM,8,1996,12/03/2000,1997,2,28.3,26,25.989,24.24,2.45,8.001,0.635,0.661,1,35,0,0,0.044804916,1,-19.943308,149.097471,2/05/2005,14.03,23.34,13.8,14.01
CA,I,19138S,19159S,201660,11016S201920,-17.235231,145.261648,RM,15,1996,19/10/2012,2018,5,32,30.6,14.965,7.73,2.46,25.236,3.147,2.21,0,37,0,1,0.230735719,1,-16.577489,145.075831,7/11/2020,40.12,25.6,6.09,10.24
SW,O,ARLINGTON REEF,22102S,200821,15099C200405,-21.256967,152.451123,RAP,24,2004,17/12/2016,2005,1,29,25.2,25.791,2.67,2.47,22.024,7.771,1.241,3,27,0,2,0.027161063,1,-23.43538,152.482447,1/09/2020,24.51,32.21,0,6.14
WH,O,HAYMAN ISLAND REEF,23048S,200138,16049S199899,-19.308086,148.974936,RM,3,2004,19/04/1997,2006,4,27.6,26.2,25.553,2.48,2.43,33.743,6.86,3.284,0,26,0.004,0,0,1,-19.532856,149.774014,2/05/2005,29.79,10.34,18.59,15.93
CA,M,DAVIES REEF,22088S,201445,23082S201920,-15.800879,143.457169,RMRAP,28,2014,24/03/2014,2016,4,29.8,29,15.256,2.54,2.48,3.87,3.005,0.468,0,87,0.107,15,0.712796251,2,-14.576476,145.348206,14/01/2004,46.87,10.37,0,9.3
IN,M,POMPEY REEF (NO 2),21556S,201815,22102S200708,-18.164319,152.098304,RAP,27,2020,15/03/2003,2014,1,29.8,28.7,47.04,2.42,0,16.151,3.076,0.653,2,64,0,40,1.003998496,2,-21.665468,144.382202,13/01/2004,38.97,8.68,0,1.54
CA,M,RIB REEF,16068S,202021,11049S202021,-15.780113,145.860834,RMRAP,17,2005,24/04/1998,2016,2,28.2,28.9,15.247,0,2.45,13.516,3.823,0.617,2,65,0,1,0.123332719,1,-15.11469,145.7232,2/05/2008,42.6,0.67,2.79,5.36
IN,M,LINNET REEF,18039S,201574,17014S201112,-15.85636,145.175807,RM,3,2005,2/12/2008,2017,4,30.8,28.7,25.838,2.46,0,13.089,3.104,0.036,4,101,0.018,0,0.740787737,1,-18.973849,145.610337,25/01/1996,76.94,22.47,0,14.42
CG,O,MCSWEENEY REEF,23048S,201676,17034S201920,-21.905426,151.715325,RM,28,2011,8/05/2015,2000,4,32.2,25.9,2.5,2.51,2.45,6.31,13.528,0.973,1,32,0,13,0.018254434,2,-23.642471,147.144833,19/11/2008,28.25,14.11,1.05,5.98
PO,M,YONGE REEF,18096S,202021,18075S200203,-16.087211,146.841181,RAP,18,2016,16/04/1999,2009,8,30.1,28.9,4.881,2.49,0.02,20.857,2.385,0.641,1,58,0.036,30,2.087873713,1,-18.47512,145.864831,12/12/2017,24.25,4.71,1.29,8.03
TO,M,FARQUHARSON REEF (NO 1),18086S,201836,11016S201920,-16.476254,145.963765,RAP,21,2020,24/03/2014,2019,4,27.9,29.3,2.768,2.56,2.47,2.9,6.906,0.525,0,24,0,15,0.511173042,3,-18.920636,146.058796,27/01/2019,93.01,4.87,25.62,20.44
IN,M,YONGE REEF,21305S,202021,11016S201920,-15.499344,145.653233,RAP,29,2021,28/11/2004,2015,4,30.4,29.1,5.61,2.4,0,2.5,3.036,0.098,2,72,0,12,0.378987027,3,-16.927654,145.434237,27/01/2019,77.53,0.1,1.19,6.13
CA,O,HASTINGS REEF,20014S,200397,16015S202021,-18.424596,145.313111,RM,8,2015,20/09/2001,2001,9,26.8,26.3,25.192,0.24,2.49,29.251,8.302,1.269,3,94,0,1,0,2,-16.279199,149.83092,26/11/2009,45.51,23,2.02,10.3
TO,O,THETFORD REEF,18039S,199469,16028S199596,-18.445289,146.643131,RAP,21,2001,27/08/2012,2018,4,30.9,27,22.862,2.38,2.46,22.995,3.461,1.105,4,92,0,0,0.414383341,1,-14.83572,147.099634,17/04/1995,53.84,3.04,1.24,19.61
CB,O,LADY MUSGRAVE REEF,16060S,201147,16025S2201415,-22.874633,152.342045,RAP,20,2020,19/01/2012,2005,9,28.2,27.2,36.004,2.56,0,34.686,8.135,1.143,2,62,0.026,22,1.642186629,1,-21.144842,151.911195,1/09/2020,35.5,28.53,0,2.46
TO,M,LITTLE KELSO REEF,16019S,200779,23082S201920,-16.322263,147.111334,RAP,28,2009,29/04/1999,1997,4,30.5,28.5,4.186,2.48,4.31,5.372,2.507,1.786,1,92,0,11,0.458139368,1,-18.072089,145.697393,30/04/2000,32.35,3.2,7.83,7.4
SW,O,ST CRISPIN REEF,21278S,201822,23080S200506,-23.083906,152.311793,RM,26,2016,4/01/2020,2019,6,21.5,27.2,8.687,2.42,2.43,36.889,3.242,1.064,3,39,0,20,0.714246994,1,-23.890883,152.100437,10/11/2006,35.24,28.26,0,4.92
CB,O,20104S,20067A,201287,19131S199697,-19.282322,151.705038,RM,4,1993,21/01/2010,1993,8,28.5,25.9,25.401,2.54,2.46,18.064,6.652,0.491,0,31,0,1,0.038894671,1,-23.645862,151.970214,2/12/2020,28.57,21.31,0,3.64
CA,I,HYDE REEF,20019S,201957,18039S199596,-15.958518,145.492042,RM,4,1997,1/02/1998,1995,2,29.8,28.9,15.649,2.54,2.44,27.167,0.593,0.999,4,128,0,1,0.007909302,1,-14.451263,149.528381,29/03/2010,30.74,18.19,2.57,10.4
TO,M,HELIX REEF,21556S,202021,12061S202021,-11.025,145.422766,RMRAP,28,2020,24/11/1999,2021,1,32.5,29.2,2.5,2.46,0,3.379,2.762,0.839,0,59,0,8,0.304066588,2,-18.563218,147.248122,24/10/2002,47.22,1.51,2.52,3.06
SW,O,KNIFE REEF,21278S,201247,21556S200809,-21.082806,152.603045,RAP,17,2007,28/11/2011,2008,6,27.7,25.2,15.123,2.53,2.43,25.55,3.103,0,1,83,0.026,45,0.507133615,2,-18.2673,152.307949,1/09/2020,87.54,8.19,0.97,2.84
SW,O,LADY MUSGRAVE REEF,18042S,201650,14137S201213,-20.214192,151.889061,RAP,22,2013,21/02/2019,2007,9,26.2,25.7,25.982,2.54,2.46,29.674,3.594,1.136,2,30,0,54,2.385363634,1,-22.084482,152.015981,10/11/2006,40.81,9.4,0.88,1.13
SW,M,HORSESHOE,21278S,200670,17034S201920,-21.739225,143.553044,RAP,18,2010,5/08/2001,2007,8,30.4,26.1,25.861,2.47,2.46,10.203,3.095,2.308,84,29,0,17,0.600308916,3,-18.677775,152.179341,23/11/2006,54.19,13.25,1.06,2.1
SW,O,YONGE REEF,22102S,200557,16019S200506,-21.046433,151.827425,RMRAP,29,2014,11/03/2006,2008,1,28.8,25.2,60.858,2.44,2.49,20.472,2.712,3.068,2,96,0,30,0.544980655,1,-21.80209,143.400792,8/09/2002,42.21,25.02,10.83,0.66
